都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,lat,lon,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
472018,,沖縄県,那覇市,上間第２市街地住宅,,,,那覇市上間300-1,,127.715627,26.197012,,,,,,,,,,,,県公営住宅
472018,,沖縄県,那覇市,古波蔵第３市街地住宅,,,,那覇市古波蔵3-4,,127.683099,26.200758,,,,,,,,,,,,県公営住宅
472018,,沖縄県,那覇市,天久高層住宅,,,,那覇市銘苅1-18-73,,127.700784,26.229608,,,,,,,,,,,,県公営住宅
472018,,沖縄県,那覇市,自治研修所,,,,那覇市西3-11-1（三重城合同庁舎）,,127.666635,26.216582,098-863-9311,,,,,,,,,,http://www.pref.okinawa.lg.jp/site/somu/jichiken/index.html,
472018,,沖縄県,那覇市,那覇県税事務所,,,,那覇市旭町116-37（南部合同庁舎）,,127.677148,26.210306,098-867-1066,,,,,,,,,,http://www.pref.okinawa.jp/site/somu/zeimu/choshu/8955.html,
472018,,沖縄県,那覇市,女性相談所,,,,那覇市寄宮2-4-1,,127.696806,26.20731,098-854-1172,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/joseisodan/index.html,
472018,,沖縄県,那覇市,若夏学院,,,,那覇市首里大名町3-112,,127.721212,26.23073,098-884-1874,,,,,,,,,,https://www.pref.okinawa.lg.jp/site/kodomo/wakanatsu/shomu/hptop.html,
472018,,沖縄県,那覇市,中央児童相談所,,,,那覇市首里石嶺町4-404-2,,127.73456,26.233398,098-886-2900,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/jiso-chuo/index.html,
472018,,沖縄県,那覇市,知的障害者更生相談所,,,,那覇市首里石嶺町4-385-1,,127.73377,26.231458,098-886-2241,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/shinshoshasodan/index.html,
472018,,沖縄県,那覇市,身体障害者更生相談所,,,,那覇市首里石嶺町4-385-1,,127.73377,26.231457,098-886-2241,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/shinshoshasodan/index.html,
472018,,沖縄県,那覇市,沖縄県立看護大学,,,,那覇市与儀1-24-1,,127.694895,26.205772,098-833-8800,,,,,,,,,,http://www.okinawa-nurs.ac.jp,
472018,,沖縄県,那覇市,病害虫防除技術センター,,,,那覇市真地123,,127.719452,26.20761,098-886-3880,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/byogaichubojo,
472018,,沖縄県,那覇市,南部農林土木事務所,,,,那覇市旭町116-37（南部合同庁舎）,,127.677148,26.210306,098-867-2770,,,,,,,,,,http://www.pref.okinawa.jp/nanji,
472018,,沖縄県,那覇市,南部林業事務所,,,,那覇市旭町116-37（南部合同庁舎）,,127.677148,26.210306,098-941-2583,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/ringyo/index.html,
472018,,沖縄県,那覇市,沖縄県立芸術大学,,,,那覇市首里当蔵町1-4,,127.718943,26.219406,098-882-5000,,,,,,,,,,http://www.okigei.ac.jp,
472018,,沖縄県,那覇市,沖縄県立博物館・美術館,,,,那覇市おもろまち3-1-1,,127.693961,26.227201,098-941-8200,,,,,,,,,,http://museums.pref.okinawa.jp/index.jsp,
472018,,沖縄県,那覇市,南部土木事務所,,,,那覇市旭町116-37（南部合同庁舎）,,127.677148,26.2103,098-866-1129,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/doboku-nan,
472018,,沖縄県,那覇市,那覇浄化センター（みずクリン那覇）,,,,那覇市西3-10-1,,127.664261,26.21617,098-868-3310,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/gesuikan/shomu/naha.html,
472018,,沖縄県,那覇市,那覇教育事務所,,,,那覇市旭町116-37（南部合同庁舎）,,127.677148,26.2103,098-867-2710,,,,,,,,,,http://www.pref.okinawa.jp/edu/naha/madoguchi/jimusho/naha,
472018,,沖縄県,那覇市,沖縄県立図書館,,,,那覇市泉崎1丁目20番1号　カフーナ旭橋A街区６階,,127.676655,26.211273,098-894-7086,,,,,,,,,,https://www.library.pref.okinawa.jp/,
472018,,沖縄県,那覇市,金城ダム管理所,,,,那覇市繁多川4-553-2,,127.717177,26.212045,098-885-5210,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/doboku-nan/kinjo.html,
472018,,沖縄県,那覇市,生涯学習推進センター,,,,那覇市旭町116-37（南部合同庁舎4階）,,127.677148,26.2103,098-864-0474,,,,,,,,,,https://www.pref.okinawa.lg.jp/edu/shogaigakushu/suishin/101.html,
472018,,沖縄県,那覇市,離島児童生徒支援センター,,,,那覇市東町21-1,,127.673517,26.212453,098-866-2733,,,,,,,,,,http://www.pref.okinawa.jp/edu/ritoushien/index.html,
472018,,沖縄県,那覇市,沖縄県旅券センター,,,,那覇市旭町116-37（南部合同庁舎2階）,,127.677148,26.210306,098-866-2775,,,,,,,,,,http://www.pref.okinawa.jp/site/bunka-sports/koryu/ryoken/10454.html,
472018,,沖縄県,那覇市,沖縄県本庁舎,,,,那覇市泉崎1-2-2,,127.681163,26.212585,098-866-2333,,,,,,,,,,http://www.pref.okinawa.jp,県庁舎
472018,,沖縄県,那覇市,沖縄県南部合同庁舎,,,,那覇市旭町116-37,,127.677148,26.210306,,,,,,,,,,,https://www.pref.okinawa.jp/site/somu/kanzai/chosha/nanbu.html,県庁舎
472018,,沖縄県,那覇市,沖縄県三重城合同庁舎,,,,那覇市西3-11-1,,127.666635,26.216582,,,,,,,,,,,https://www.pref.okinawa.jp/site/somu/jichiken/1910.html,県庁舎
472018,,沖縄県,那覇市,沖縄県議会,,,,那覇市泉崎1-2-3,,127.680058,26.212763,,,,,,,,,,,https://www.pref.okinawa.jp/site/gikai/,県庁舎
472051,,沖縄県,宜野湾市,大謝名団地,,,,宜野湾市大謝名5-23,,127.73153,26.267106,,,,,,,,,,,,県公営住宅
472051,,沖縄県,宜野湾市,大山高層住宅,,,,宜野湾市大山6-33-1,,127.742112,26.280953,,,,,,,,,,,,県公営住宅
472051,,沖縄県,宜野湾市,愛知高層住宅,,,,宜野湾市愛知2-2-1,,127.770255,26.269809,,,,,,,,,,,,県公営住宅
472051,,沖縄県,宜野湾市,志真志団地,,,,宜野湾市我如古2-5,,127.758148,26.255108,,,,,,,,,,,,県公営住宅
472051,,沖縄県,宜野湾市,下水道事務所,,,,宜野湾市伊佐3-12-1,,127.754116,26.291406,098-898-5988,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/gesuikan,
472051,,沖縄県,宜野湾市,宜野湾浄化センター（みずクリン宜野湾）,,,,宜野湾市伊佐3-12-1,,127.754116,26.291406,098-899-2801,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/gesuikan/shomu/ginowan.html,
472077,,沖縄県,石垣市,バンナ公園,,,,沖縄県石垣市字石垣961-15 ,,124.157776,24.368128,0980-82-6993,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/koen/ryokuchi/bannakouen.html,県営都市公園
472077,,沖縄県,石垣市,登野城団地,,,,石垣市登野城1011,,124.170658,24.342704,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,新川団地(建替中）,,,,石垣市新川2212,,124.142949,24.355438,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,真喜良団地（建替中）,,,,石垣市新川真喜良2357-25,,124.153214,24.344885,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,真喜良第２団地（建替中）,,,,石垣市新川真喜良2352,,124.153214,24.344885,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,磯辺団地,,,,石垣市大浜1349-1,,124.196668,24.343619,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,磯辺第２団地,,,,石垣市大浜1349-43,,124.204865,24.356834,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,真喜良第３団地,,,,石垣市新川真喜良2345,,124.153214,24.344885,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,新川第２団地,,,,石垣市新川2334,,124.140987,24.356618,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,平真団地,,,,石垣市真栄里109,,124.170575,24.334423,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,宮良団地,,,,石垣市宮良1055-52,,124.208215,24.358464,,,,,,,,,,,,県公営住宅
472077,,沖縄県,石垣市,八重山事務所,,,,石垣市真栄里438-1（八重山合同庁舎）,,124.187846,24.340397,0980-82-3040,,,,,,,,,,http://www.pref.okinawa.lg.jp/site/somu/yaeyama/index.html,
472077,,沖縄県,石垣市,八重山福祉事務所,,,,石垣市字真栄里438-1,,124.187847,24.340397,0980-82-2330,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/fukushi-yaeyama/index.html,
472077,,沖縄県,石垣市,八重山保健所,,,,石垣市字真栄里438,,124.187142,24.340401,0980-82-3240,,,,,,,,,,http://www.pref.okinawa.jp/site/hoken/hoken-yaeyama/,
472077,,沖縄県,石垣市,八重山農林水産振興センター,,,,石垣市字真栄里438-1（八重山合同庁舎）,,124.187846,24.340397,0980-82-3043,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/norin-yaeyama,
472077,,沖縄県,石垣市,八重山家畜保健衛生所（八重山農林水産振興センター家畜保健衛生課）,,,,石垣市宮良1-2,,124.231011,24.35066,0980-84-4111,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/norin-yaeyama-kaho/index.html,
472077,,沖縄県,石垣市,農業研究センター　石垣支所,,,,石垣市平得地底原1178-6,,124.191581,24.381831,0980-82-4067,,,,,,,,,,http://www.pref.okinawa.lg.jp/site/norin/noken-ishigaki/index.html,
472077,,沖縄県,石垣市,水産海洋技術センター　石垣支所,,,,石垣市字川平828-2,,124.142801,24.463782,0980-88-2255,,,,,,,,,,,
472077,,沖縄県,石垣市,八重山土木事務所,,,,石垣市真栄里438-1（八重山合同庁舎）,,124.187846,24.340397,0980-82-2217,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/doboku-yaeyama,
472077,,沖縄県,石垣市,八重山病院,,,,石垣市真栄里584-1,,124.183071,24.343353,0980-87-5557,,,,,,,,,,https://yaeyamaweb.hosp.pref.okinawa.jp/,
472077,,沖縄県,石垣市,八重山教育事務所,,,,石垣市真栄里438-1（八重山合同庁舎）,,124.187846,24.340397,0980-82-3622,,,,,,,,,,http://www.pref.okinawa.jp/edu/yaeyama/madoguchi/jimusho/yaeyama,
472077,,沖縄県,石垣市,石垣青少年の家,,,,石垣市字新川868,,124.143518,24.368827,0980-82-7301,,,,,,,,,,http://ishigakiseishounennoie.com,
472077,,沖縄県,石垣市,真栄里ダム管理所,,,,石垣市字大浜2476-336,,124.206938,24.418331,0980-83-0233,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/kasen/kikaku/maezatodamu.html,
472077,,沖縄県,石垣市,名蔵ダム管理所,,,,石垣市登野城嵩田2389-479,,124.176127,24.410485,0980-88-6416,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/norin-yaeyama-nosui/keikaku/dam/sokobaru/nagura-top.html,
472077,,沖縄県,石垣市,底原ダム管理所,,,,石垣市宮良2166-262,,124.214615,24.420503,0980-82-1791,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/norin-yaeyama-nosui/keikaku/dam/sokobaru/sokobarutop.html,
472077,,沖縄県,石垣市,八重山平和祈念館,,,,石垣市新栄町79-3,,124.146059,24.349034,0980-88-6161,,,,,,,,,,http://www.pref.okinawa.jp/yaeyama-peace-museum/,
472077,,沖縄県,石垣市,沖縄県八重山合同庁舎,,,,石垣市字真栄里438-1,,124.187846,24.340397,,,,,,,,,,,http://www.pref.okinawa.jp/site/somu/yaeyama/shinko/kannkeikiiann.html,県庁舎
472085,,沖縄県,浦添市,浦添大公園,,,,"浦添市仲間2-53
（南エントランス管理事務所）",,127.726652,26.254577,098-873-0700,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/koen/ryokuchi/urasoedaikoen.html,県営都市公園
472085,,沖縄県,浦添市,神森団地,,,,浦添市仲西3-11,,127.698571,26.244687,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,牧港団地（建替中）,,,,浦添市牧港4-1,,127.728272,26.262534,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,城間団地,,,,浦添市城間4-36-1,,127.714423,26.261259,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,港川市街地住宅,,,,浦添市港川458-1,,127.714534,26.268095,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,浦添市市街地住宅,,,,浦添市牧港1-59,,127.719495,26.266434,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,経塚市街地住宅,,,,浦添市経塚560,,127.720105,26.234976,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,沢岻高層住宅,,,,浦添市沢岻2-18-1,,127.714291,26.235742,,,,,,,,,,,,県公営住宅
472085,,沖縄県,浦添市,自動車税事務所,,,,浦添市字港川500-10,,127.713925,26.2719,098-879-1632,,,,,,,,,,http://www.pref.okinawa.jp/site/somu/zeimu/choshu/8958.html,
472085,,沖縄県,浦添市,中央卸売市場,,,,浦添市伊奈武瀬1-11-1,,127.669819,26.247044,098-865-2111,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/oroshiuri,
472085,,沖縄県,浦添市,浦添職業能力開発校,,,,浦添市字大平531,,127.713067,26.242018,098-878-5627,,,,,,,,,,http://www.pref.okinawa.lg.jp/site/shoko/shokuno-urse/index.html,
472085,,沖縄県,浦添市,都市モノレール建設事務所,,,,浦添市前田141街区6（前田565-2）,,127.731884,26.239326,098-943-5520,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/toshimonoken,
472093,,沖縄県,名護市,名護中央公園,,,,名護市名護,,127.998182,26.591487,0980-52-7434,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/koen/ryokuchi/nagotyuoukouen.html,県営都市公園
472093,,沖縄県,名護市,名護団地（第二）,,,,名護市大北3-14-1,,127.996072,26.603329,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,宇茂佐団地,,,,名護市宇茂佐1709-11,,127.966875,26.610406,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,大北団地,,,,名護市大北3-16-1,,127.99637,26.604252,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,伊差川団地,,,,名護市伊差川906,,128.000325,26.613262,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,宇茂佐高層住宅,,,,名護市宇茂佐1712-13,,127.966886,26.606811,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,大宮高層住宅,,,,名護市大北5-23-1,,127.981774,26.606615,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,東江高層住宅,,,,名護市東江5-1-1,,127.983569,26.585003,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,名護団地,,,,名護市大北3-14-1,,127.995066,26.604612,,,,,,,,,,,,県公営住宅
472093,,沖縄県,名護市,名護県税事務所,,,,名護市大南1-13-11（北部合同庁舎）,,127.978963,26.593494,0980-52-2170,,,,,,,,,,http://www.pref.okinawa.jp/site/somu/zeimu/choshu/8957.html,
472093,,沖縄県,名護市,北部福祉事務所,,,,名護市大中2-13-1,,127.987596,26.593419,0980-52-2714,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/fukushi-hoku/index.html,
472093,,沖縄県,名護市,北部保健所,,,,名護市大中2-13-1,,127.987596,26.593419,0980-52-2714,,,,,,,,,,http://www.pref.okinawa.jp/site/hoken/hoken-hoku/,
472093,,沖縄県,名護市,北部食肉衛生検査所,,,,名護市大南1-13-11（北部合同庁舎）,,127.978963,26.593494,0980-52-1165,,,,,,,,,,-,
472093,,沖縄県,名護市,北部農林水産振興センター,,,,名護市大南1-13-11（北部合同庁舎）,,127.978963,26.593494,0980-53-7187,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/norin-hoku/index.html,
472093,,沖縄県,名護市,北部家畜保健衛生所（北部農林水産振興センター家畜保健衛生課）,,,,名護市名護4606-4,,127.982434,26.615761,0980-52-2939,,,,,,,,,,https://www.pref.okinawa.lg.jp/site/norin/norin-hoku-kaho/17214.html,
472093,,沖縄県,名護市,農業研究センター　名護支所,,,,名護市字名護4605-3,,127.984274,26.618796,0980-52-2811,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/noken-nago/index.html,
472093,,沖縄県,名護市,森林資源研究センター,,,,名護市名護4605-5,,127.98404,26.618407,0980-52-2091,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/shinrinken/index.html,
472093,,沖縄県,名護市,農業大学校,,,,名護市大北1-15-9,,127.988137,26.601302,0980-52-0050,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/nodai,
472093,,沖縄県,名護市,北部土木事務所,,,,名護市大南1-13-11（北部合同庁舎）,,127.978963,26.593494,0980-53-1255,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/doboku-hoku,
472093,,沖縄県,名護市,久志浄水管理事務所（久志浄水場）,,,,名護市字久志1100,,128.001164,26.51502,0980-55-2742,,,,,,,,,,http://www.eb.pref.okinawa.jp/water/72/186#a01,
472093,,沖縄県,名護市,北部病院,,,,名護市大中2-12-3,,127.986207,26.592412,0980-52-2719,,,,,,,,,,http://www.hosp.pref.okinawa.jp/hokubu,
472093,,沖縄県,名護市,国頭教育事務所,,,,名護市大南1-13-11（北部合同庁舎）,,127.978963,26.593494,0980-52-2664,,,,,,,,,,http://www.pref.okinawa.jp/edu/kunigami/madoguchi/jimusho/kunigami,
472093,,沖縄県,名護市,名護青少年の家,,,,名護市字名護5511,,127.997066,26.589154,0980-52-2076,,,,,,,,,,http://www.opnyc.jp,
472093,,沖縄県,名護市,真喜屋ダム管理所,,,,名護市仲尾次堀屋1397-1,,128.036205,26.622727,0980-58-4556,,,,,,,,,,,
472093,,沖縄県,名護市,名護浄水場,,,,名護市大北3-28-36,,127.996097,26.60616,0980-53-2633,,,,,,,,,,http://www.eb.pref.okinawa.jp/opeb/43/44,
472093,,沖縄県,名護市,沖縄県北部合同庁舎,,,,名護市大南1-13-11,,127.978963,26.593494,,,,,,,,,,,https://www.pref.okinawa.jp/site/somu/kanzai/chosha/hokubu.html,県庁舎
472107,,沖縄県,糸満市,平和祈念公園,,,,沖縄県糸満市字摩文仁444番地,,127.723105,26.096482,098-997-2765,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/koen/ryokuchi/heiwakinenkouen.html,県営都市公園
472107,,沖縄県,糸満市,浜川団地,,,,糸満市兼城340,,127.673233,26.141677,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,西崎団地,,,,糸満市西崎2-5-1,,127.666183,26.144021,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,西崎第２団地,,,,糸満市西崎3-7-9,,127.661678,26.148626,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,真栄里団地,,,,糸満市真栄里1860-1,,127.667309,26.118379,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,高嶺団地,,,,糸満市大里2018,,127.685741,26.124298,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,賀数団地,,,,糸満市賀数481,,127.689343,26.150944,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,新垣団地,,,,糸満市国吉834,,127.693421,26.119994,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,米須団地,,,,糸満市米須824-1,,127.694413,26.09607,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,潮平高層住宅,,,,糸満市潮平791,,127.670816,26.150932,,,,,,,,,,,,県公営住宅
472107,,沖縄県,糸満市,平和祈念資料館,,,,糸満市字摩文仁614-1,,127.725416,26.096523,098-997-3844,,,,,,,,,,https://www.pref.okinawa.jp/site/kodomo/heiwa_shiryokan/index.html,
472107,,沖縄県,糸満市,農業研究センター,,,,糸満市真壁820,,127.686199,26.110857,098-840-8500,,,,,,,,,,http://www.pref.okinawa.jp/arc,
472107,,沖縄県,糸満市,水産海洋技術センター,,,,糸満市喜屋武1528,,127.659081,26.083231,098-852-4530,,,,,,,,,,http://www.pref.okinawa.jp/fish,
472107,,沖縄県,糸満市,糸満青少年の家,,,,糸満市字賀数347,,127.693634,26.151937,098-994-6342,,,,,,,,,,http://www.j-ikusei.jp/itoman,
472115,,沖縄県,沖縄市,沖縄県総合運動公園,,,,沖縄県沖縄市比屋根5-3-1,,127.82139,26.31076,098-932-5114,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/toshimono/koen/kensougouundoukouen.html,県営都市公園
472115,,沖縄県,沖縄市,高原団地（建替中）,,,,沖縄市高原1-6,,127.812111,26.324442,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,美東団地,,,,沖縄市泡瀬4-6,,127.829468,26.320473,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,美咲団地,,,,沖縄市美里5-25,,127.812576,26.354194,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,浜原団地,,,,沖縄市与儀3-12,,127.818511,26.308102,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,古謝団地,,,,沖縄市古謝1226,,127.832378,26.341774,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,比屋根団地,,,,沖縄市比屋根2-10,,127.826896,26.313899,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,山里高層住宅,,,,沖縄市山里2-20,,127.791835,26.32038,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,浜原第２団地,,,,沖縄市与儀3-16,,127.816941,26.307924,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,北美団地,,,,沖縄市池原5-2-5,,127.827063,26.37882,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,胡屋高層住宅,,,,沖縄市胡屋7-3-5,,127.811077,26.324525,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,松本高層住宅,,,,沖縄市松本1-16-1,,127.815285,26.355442,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,八重島高層住宅,,,,沖縄市八重島2-12-1,,127.803452,26.349003,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,泡瀬団地,,,,沖縄市桃原345,,127.833295,26.331136,,,,,,,,,,,,県公営住宅
472115,,沖縄県,沖縄市,コザ県税事務所,,,,沖縄市美原1-6-34（中部合同庁舎行政棟）,,127.819945,26.347306,098-894-6500,,,,,,,,,,http://www.pref.okinawa.jp/site/somu/zeimu/choshu/8956.html,
472115,,沖縄県,沖縄市,中部福祉事務所,,,,沖縄市美原1-6-28（中部合同庁舎保健所棟）,,127.819795,26.347764,098-938-9886,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/fukushi-chubu/index.html,
472115,,沖縄県,沖縄市,コザ児童相談所,,,,沖縄市字知花6-34-6,,127.81933,26.365085,098-937-0859,,,,,,,,,,http://www.pref.okinawa.jp/site/kodomo/jiso-koza/index.html,
472115,,沖縄県,沖縄市,中部保健所,,,,沖縄市美原1-6-28（中部合同庁舎保健所棟）,,127.819795,26.347764,098-938-9886,,,,,,,,,,http://www.pref.okinawa.jp/site/hoken/hoken-chubu/,
472115,,沖縄県,沖縄市,中部農業改良普及センター,,,,沖縄市美原1-6-34（中部合同庁舎行政棟）,,127.819945,26.347306,098-894-6521,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/nokai-chubu/index.html,
472115,,沖縄県,沖縄市,中部農林土木事務所,,,,沖縄市美原1-6-34（中部合同庁舎行政棟）,,127.819945,26.347306,098-894-6525,,,,,,,,,,http://www.pref.okinawa.jp/site/norin/norindo-chubu/index.html,
472115,,沖縄県,沖縄市,中部土木事務所,,,,沖縄市美原1-6-34（中部合同庁舎）,,127.819945,26.347306,098-894-6510,,,,,,,,,,http://www.pref.okinawa.jp/site/doboku/doboku-chubu,
472115,,沖縄県,沖縄市,中頭教育事務所,,,,沖縄市美原1-6-34(中部合同庁舎）,,127.819945,26.347306,098-939-0044,,,,,,,,,,http://www.pref.okinawa.jp/edu/nakagami/madoguchi/jimusho/nakagami,
472115,,沖縄県,沖縄市,総合教育センター,,,,沖縄市与儀3-11-1,,127.818431,26.309298,098-933-7555,,,,,,,,,,http://www.edu-c.open.ed.jp,
472115,,沖縄県,沖縄市,中城湾港建設現場事務所,,,,沖縄市海邦町3-45,,127.843413,26.329436,098-937-1587,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/doboku-chubu/nakagusuku-genbajimusyo/nakagusuku-genbajimusyo.html,
472115,,沖縄県,沖縄市,中城湾港分室,,,,沖縄市海邦町3-45,,127.843413,26.329436,098-938-7711,,,,,,,,,,https://www.pref.okinawa.jp/site/doboku/doboku-chubu/nakagusukuwanko/16273.html,
